-0.218256,-0.539597,1.823
-0.193112,-0.545517,1.843
-0.166472,-0.548477,1.853
-0.139534,-0.551437,1.863
-0.112296,-0.554397,1.873
-0.0834092,-0.548477,1.853
-0.056323,-0.554397,1.873
-0.0278825,-0.545517,1.843
-0.315367,-0.493993,1.757
-0.292241,-0.499335,1.776
-0.268396,-0.504396,1.794
-0.24159,-0.504396,1.794
-0.213707,-0.501866,1.785
-0.187978,-0.504396,1.794
-0.161172,-0.504396,1.794
-0.134366,-0.504396,1.794
-0.108159,-0.507208,1.804
-0.0803484,-0.501866,1.785
-0.0531054,-0.496524,1.766
-0.0272925,-0.507208,1.804
-0.000331735,-0.499335,1.776
0.0260579,-0.496524,1.766
0.0524456,-0.496524,1.766
-0.412006,-0.458604,1.722
-0.388295,-0.461001,1.731
-0.358661,-0.456207,1.713
-0.333066,-0.456207,1.713
-0.309085,-0.458604,1.722
-0.281874,-0.456207,1.713
-0.257625,-0.458604,1.722
-0.231894,-0.458604,1.722
-0.208199,-0.463131,1.739
-0.179491,-0.456207,1.713
-0.154703,-0.458604,1.722
-0.129647,-0.461001,1.731
-0.103243,-0.458604,1.722
-0.0767473,-0.454076,1.705
-0.0520529,-0.461001,1.731
-0.0260519,-0.458604,1.722
-0.000318473,-0.454076,1.705
0.025025,-0.45168,1.696
0.0506341,-0.454076,1.705
0.0761104,-0.454076,1.705
0.10105,-0.45168,1.696
0.125796,-0.449549,1.688
-0.409853,-0.430792,1.713
-0.374836,-0.420229,1.671
-0.349868,-0.420229,1.671
-0.321788,-0.416205,1.655
-0.298495,-0.418217,1.663
-0.273646,-0.418217,1.663
-0.248798,-0.418217,1.663
-0.222872,-0.416205,1.655
-0.1991,-0.418217,1.663
-0.173413,-0.416205,1.655
-0.148684,-0.416205,1.655
-0.124554,-0.418217,1.663
-0.100185,-0.420229,1.671
-0.0744966,-0.416205,1.655
-0.0497675,-0.416205,1.655
-0.0249173,-0.414194,1.647
-0.000307639,-0.414194,1.647
0.024184,-0.412182,1.639
0.0486741,-0.412182,1.639
0.0724946,-0.408409,1.624
0.0976543,-0.412182,1.639
0.122741,-0.414194,1.647
0.146634,-0.412182,1.639
0.170394,-0.410421,1.632
-0.309928,-0.377215,1.594
-0.287367,-0.378872,1.601
-0.262293,-0.377215,1.594
-0.238475,-0.377215,1.594
-0.2156,-0.378872,1.601
-0.191677,-0.378872,1.601
-0.167022,-0.377215,1.594
-0.14518,-0.382421,1.616
-0.119911,-0.378872,1.601
-0.0959882,-0.378872,1.601
-0.0717509,-0.377215,1.594
-0.0481436,-0.378872,1.601
-0.0239944,-0.375322,1.586
