0.352061,-0.245915,1.387
0.377354,-0.248929,1.404
0.304341,-0.220787,1.359
0.328708,-0.223549,1.376
0.354853,-0.227123,1.398
0.380311,-0.229885,1.415
0.256548,-0.195162,1.322
0.28069,-0.198262,1.343
0.304341,-0.200624,1.359
0.33253,-0.205496,1.392
0.357899,-0.208153,1.41
0.383536,-0.210662,1.427
0.192214,-0.171033,1.288
0.213758,-0.172892,1.302
0.235899,-0.174884,1.317
0.259653,-0.177672,1.338
0.281945,-0.179133,1.349
0.308148,-0.182718,1.376
0.335397,-0.186436,1.404
0.362214,-0.18949,1.427
0.386761,-0.191084,1.439
0.129988,-0.146851,1.245
0.150262,-0.148502,1.259
0.171625,-0.150743,1.278
0.193557,-0.152984,1.297
0.215399,-0.154754,1.312
0.236795,-0.155933,1.322
0.256548,-0.155933,1.322
0.285289,-0.161005,1.365
0.310611,-0.1636,1.387
0.338025,-0.166903,1.415
0.36526,-0.169734,1.439
0.0911425,-0.126111,1.223
0.111027,-0.127967,1.241
0.131032,-0.12941,1.255
0.151336,-0.130751,1.268
0.170954,-0.131266,1.273
0.191467,-0.132297,1.283
0.211459,-0.132813,1.288
0.242526,-0.139619,1.354
0.264893,-0.140753,1.365
0.289887,-0.143022,1.387
0.314418,-0.144774,1.404
0.342325,-0.147765,1.433
0.370082,-0.150343,1.458
0.0536567,-0.106111,1.202
0.07263,-0.107612,1.219
0.0921113,-0.109113,1.236
0.111832,-0.110349,1.25
0.132389,-0.111938,1.268
0.153126,-0.113262,1.283
0.173505,-0.114056,1.292
0.197288,-0.116705,1.322
0.220489,-0.118559,1.343
0.243422,-0.119971,1.359
0.267998,-0.121913,1.381
0.292186,-0.123414,1.398
0.316882,-0.124915,1.415
0.346864,-0.128181,1.452
0.373128,-0.12977,1.47
0.0541924,-0.0891588,1.214
0.0728683,-0.0898197,1.223
0.092782,-0.0914355,1.245
0.113085,-0.0928309,1.264
0.133433,-0.0938591,1.278
0.1542,-0.0948873,1.292
0.176191,-0.0963561,1.312
0.198929,-0.0978984,1.333
0.223116,-0.0998079,1.359
0.245392,-0.100616,1.37
0.265863,-0.100616,1.37
0.296993,-0.104361,1.421
0.320913,-0.105243,1.433
0.34973,-0.107519,1.464
0.374905,-0.108474,1.477
0.0547727,-0.0719088,1.227
0.0739408,-0.0727292,1.241
0.0938253,-0.0737841,1.259
0.114337,-0.0748976,1.278
0.134895,-0.0757181,1.292
0.156587,-0.0768902,1.312
0.177534,-0.0774763,1.322
0.198929,-0.0781209,1.333
0.218026,-0.0778279,1.328
0.244497,-0.0799963,1.365
0.273625,-0.0826335,1.41
0.299501,-0.0839815,1.433
0.325168,-0.085095,1.452
0.354269,-0.0869117,1.483
0.379728,-0.0876736,1.496
0.0551744,-0.0540979,1.236
0.074477,-0.0547107,1.25
0.0948687,-0.0557174,1.273
0.115232,-0.0563739,1.288
0.136461,-0.0572055,1.307
0.157184,-0.0576432,1.317
0.179683,-0.0585623,1.338
0.203705,-0.0597441,1.365
0.227713,-0.060707,1.387
0.251482,-0.0614511,1.404
0.276924,-0.0624577,1.427
0.303472,-0.0635519,1.452
0.329199,-0.0643398,1.47
0.359047,-0.0657841,1.503
0.0557994,-0.0361647,1.25
0.0755495,-0.0366855,1.268
0.0956139,-0.0371195,1.283
0.116484,-0.0376692,1.302
0.137505,-0.0381031,1.317
0.159094,-0.038566,1.333
0.181832,-0.0391736,1.354
0.206092,-0.0399548,1.381
0.230504,-0.0406202,1.404
0.254527,-0.041112,1.421
0.279253,-0.0416328,1.439
0.304726,-0.0421825,1.458
0.33211,-0.0429058,1.483
0.362152,-0.0438606,1.516
0.0564243,-0.017816,1.264
0.0758474,-0.0179429,1.273
0.0966572,-0.0182812,1.297
0.117826,-0.0185631,1.317
0.139176,-0.0187886,1.333
0.1616,-0.0190846,1.354
0.183309,-0.0192396,1.365
0.206988,-0.0195497,1.387
0.231489,-0.0198739,1.41
0.256677,-0.0201981,1.433
0.28294,-0.0205505,1.458
0.308697,-0.0208183,1.477
0.336589,-0.0211847,1.503
0.36693,-0.0216499,1.536
0.0566029,0.000940638,1.268
0.0767411,0.000955475,1.288
0.0977751,0.000973279,1.312
0.118811,0.000985148,1.328
0.140846,0.00100073,1.349
0.162913,0.0010126,1.365
0.184786,0.00102076,1.376
0.21042,0.00104598,1.41
0.233295,0.00105414,1.421
0.26008,0.00107713,1.452
0.285269,0.00109049,1.47
0.311205,0.00110458,1.489
0.341068,0.0011298,1.523
0.370275,0.00114983,1.55
0.0574957,0.0200653,1.288
0.0775753,0.0202834,1.302
0.0985203,0.0205949,1.322
0.119705,0.0208442,1.338
0.14189,0.0211713,1.359
0.164822,0.0215141,1.381
0.18774,0.0217789,1.398
0.212062,0.0221372,1.421
0.23625,0.0224176,1.439
0.261155,0.0227136,1.458
0.286627,0.0230096,1.477
0.315385,0.0235081,1.509
0.342411,0.0238197,1.529
0.37553,0.0244896,1.572
0.0578974,0.0394488,1.297
0.0781711,0.039905,1.312
0.0993401,0.0405437,1.333
0.121137,0.0411825,1.354
