-0.41416,-0.409636,1.731
-0.376855,-0.397567,1.68
-0.341702,-0.386208,1.632
-0.416074,-0.385728,1.739
-0.378649,-0.374415,1.688
-0.344843,-0.365321,1.647
-0.311289,-0.355118,1.601
-0.279469,-0.345358,1.557
-0.42038,-0.363652,1.757
-0.386276,-0.356408,1.722
-0.348193,-0.344197,1.663
-0.314205,-0.334469,1.616
-0.282161,-0.325362,1.572
-0.252749,-0.317911,1.536
-0.22486,-0.311081,1.503
-0.42708,-0.342964,1.785
-0.390089,-0.334125,1.739
-0.351752,-0.322789,1.68
-0.317316,-0.313567,1.632
-0.28611,-0.306266,1.594
-0.255052,-0.297812,1.55
-0.225758,-0.289934,1.509
-0.197151,-0.281288,1.464
-0.433779,-0.321444,1.813
-0.394127,-0.311516,1.757
-0.356986,-0.302296,1.705
-0.320233,-0.292013,1.647
-0.288803,-0.285275,1.609
-0.257356,-0.277297,1.564
-0.227853,-0.270027,1.523
-0.199709,-0.262935,1.483
-0.171564,-0.25407,1.433
-0.147742,-0.249993,1.41
-0.400408,-0.289996,1.785
-0.36243,-0.281223,1.731
-0.324899,-0.271476,1.671
-0.291495,-0.26384,1.624
-0.260976,-0.257666,1.586
-0.229798,-0.249543,1.536
-0.20146,-0.243045,1.496
-0.173839,-0.235896,1.452
-0.148894,-0.23086,1.421
-0.125056,-0.226148,1.392
-0.102235,-0.221762,1.365
-0.406689,-0.267646,1.813
-0.36599,-0.25805,1.748
-0.33151,-0.251703,1.705
-0.295623,-0.24314,1.647
-0.264761,-0.23753,1.609
-0.232939,-0.229854,1.557
-0.204153,-0.223801,1.516
-0.176832,-0.218044,1.477
-0.151409,-0.21332,1.445
-0.126674,-0.208153,1.41
-0.102609,-0.202248,1.37
-0.0805198,-0.198262,1.343
-0.411175,-0.243403,1.833
-0.373736,-0.237029,1.785
-0.334815,-0.228663,1.722
-0.299931,-0.221891,1.671
-0.267229,-0.21565,1.624
-0.237278,-0.210604,1.586
-0.206846,-0.203964,1.536
-0.179106,-0.198653,1.496
-0.152143,-0.19281,1.452
-0.127123,-0.187897,1.415
-0.104257,-0.184843,1.392
-0.0808795,-0.179133,1.349
-0.0588321,-0.173556,1.307
-0.0385811,-0.170369,1.283
-0.415662,-0.218566,1.853
-0.379599,-0.213848,1.813
-0.339871,-0.206181,1.748
-0.302982,-0.199104,1.688
-0.269697,-0.193324,1.639
-0.240719,-0.189786,1.609
-0.209674,-0.183652,1.557
-0.180663,-0.17799,1.509
-0.1534,-0.172682,1.464
-0.12874,-0.169026,1.433
-0.105156,-0.165605,1.404
-0.0818388,-0.161005,1.365
-0.0595073,-0.155933,1.322
-0.0387314,-0.151923,1.288
-0.0191229,-0.149092,1.264
-0.000231803,-0.146379,1.241
-0.417905,-0.192105,1.863
-0.381693,-0.18798,1.823
-0.343371,-0.182102,1.766
-0.30747,-0.176637,1.713
-0.274963,-0.172306,1.671
-0.241766,-0.166635,1.616
-0.212637,-0.16282,1.579
-0.183057,-0.157664,1.529
-0.155391,-0.152921,1.483
-0.130447,-0.149724,1.452
-0.10598,-0.145909,1.415
-0.0827981,-0.142403,1.381
-0.0602275,-0.137969,1.338
-0.0391524,-0.134257,1.302
-0.0192591,-0.131266,1.273
-0.000233485,-0.128895,1.25
0.0179867,-0.125698,1.219
-0.390068,-0.164464,1.863
-0.347065,-0.157578,1.785
-0.312137,-0.153517,1.739
-0.279077,-0.149721,1.696
-0.245207,-0.144689,1.639
-0.214657,-0.140717,1.594
-0.184733,-0.136214,1.543
-0.157487,-0.132683,1.503
-0.132693,-0.130388,1.477
-0.107328,-0.126504,1.433
-0.0834576,-0.122884,1.392
-0.0607226,-0.119088,1.349
-0.0394531,-0.115822,1.312
-0.019486,-0.113703,1.288
-0.000235166,-0.111143,1.259
0.0181048,-0.108318,1.227
0.0356963,-0.106111,1.202
-0.392162,-0.137557,1.873
-0.352509,-0.133151,1.813
-0.313752,-0.128377,1.748
-0.281874,-0.125806,1.713
-0.247601,-0.121547,1.655
-0.21762,-0.118683,1.616
-0.18641,-0.114349,1.557
-0.158849,-0.111338,1.516
-0.133232,-0.108915,1.483
-0.108227,-0.106124,1.445
-0.0841771,-0.103113,1.404
-0.0614429,-0.100249,1.365
-0.0399343,-0.0975312,1.328
-0.0196978,-0.0956217,1.302
-0.000237781,-0.0934919,1.273
0.0182376,-0.0907745,1.236
0.0360527,-0.0891588,1.214
-0.398652,-0.111585,1.904
-0.362231,-0.109182,1.863
-0.322009,-0.105138,1.794
-0.286152,-0.101915,1.739
-0.251341,-0.098457,1.68
-0.219774,-0.0956439,1.632
-0.189882,-0.0929481,1.586
-0.162411,-0.0908383,1.55
-0.135029,-0.0880838,1.503
-0.1092,-0.0854466,1.458
-0.085556,-0.0836298,1.427
-0.0624331,-0.0812856,1.387
-0.0403853,-0.078707,1.343
-0.0198491,-0.0768902,1.312
-0.000238715,-0.0748976,1.278
0.0184441,-0.0732567,1.25
0.0362011,-0.0714399,1.219
-0.405352,-0.0847359,1.936
-0.364175,-0.0819785,1.873
-0.325419,-0.0793524,1.813
-0.290595,-0.0772953,1.766
-0.256278,-0.0749755,1.713
-0.221794,-0.0720868,1.647
-0.190839,-0.0697671,1.594
-0.163145,-0.0681476,1.557
-0.136196,-0.0663531,1.516
-0.110623,-0.0646462,1.477
-0.0862755,-0.0629829,1.439
-0.0626582,-0.0609258,1.392
-0.0405658,-0.0590438,1.349
-0.0200912,-0.0581246,1.328
-0.00024133,-0.056549,1.292
0.0185769,-0.0551046,1.259
0.036706,-0.0540979,1.236
-0.407655,-0.0563301,1.947
-0.370202,-0.0550861,1.904
-0.330804,-0.0533212,1.843
-0.293722,-0.0516432,1.785
-0.258971,-0.0500809,1.731
-0.226238,-0.0486054,1.68
-0.194431,-0.0469852,1.624
-0.164716,-0.0454807,1.572
-0.137993,-0.0444392,1.536
-0.111522,-0.0430794,1.489
-0.0870549,-0.0420089,1.452
-0.0634684,-0.0407938,1.41
-0.0411973,-0.0396365,1.37
-0.0201668,-0.038566,1.333
-0.000244131,-0.0378138,1.307
0.0187835,-0.0368301,1.273
0.0371218,-0.0361647,1.25
-0.37448,-0.0271469,1.926
-0.332599,-0.026118,1.853
-0.299974,-0.0256951,1.823
-0.262861,-0.0247649,1.757
-0.226238,-0.0236795,1.68
-0.196227,-0.0231017,1.639
-0.166183,-0.0223546,1.586
-0.139251,-0.0218472,1.55
-0.11302,-0.0212693,1.509
-0.0877744,-0.020635,1.464
-0.0642337,-0.0201135,1.427
-0.041528,-0.0194651,1.381
-0.0204845,-0.0190846,1.354
-0.000245065,-0.0184926,1.312
0.0190048,-0.0181543,1.288
0.0372702,-0.0176892,1.255
-0.378563,0.00144434,1.947
-0.336188,0.00138944,1.873
-0.30162,0.00135977,1.833
-0.265703,0.00131749,1.776
-0.230682,0.00127075,1.713
-0.1991,0.00123366,1.663
-0.168593,0.0011936,1.609
-0.141228,0.00116615,1.572
-0.114518,0.00113426,1.529
-0.0889135,0.00110013,1.483
-0.0650439,0.00107194,1.445
-0.0418588,0.00103263,1.392
-0.0206509,0.0010126,1.365
-0.000248988,0.000988857,1.333
0.0191376,0.000962152,1.297
0.0376563,0.000940638,1.268
-0.385174,0.0308613,1.981
-0.341753,0.0296617,1.904
-0.304911,0.0288672,1.853
-0.268396,0.0279481,1.794
-0.231894,0.0268264,1.722
-0.201136,0.0261721,1.68
-0.171003,0.0254243,1.632
-0.143204,0.0248323,1.594
-0.115042,0.0239288,1.536
-0.0901126,0.0234147,1.503
-0.065359,0.0226202,1.452
-0.0422197,0.0218724,1.404
-0.0208173,0.0214362,1.376
-0.000249922,0.0208442,1.338
0.019359,0.0204392,1.312
0.0381018,0.0199874,1.283
-0.349471,0.0592188,1.947
-0.309847,0.0572722,1.883
-0.272735,0.0554473,1.823
